Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
筆記する,ひっきする,hikkisuru,JLPT N2,Verb,Suru (Group 3),筆記します,筆記しない,筆記した,筆記して,筆記できる,筆記したい,筆記しろ,筆記しよう,筆記すれば,筆記される,筆記させる,(mencatat); menyalin
引っ込む,ひっこむ,hikkomu,JLPT N2,Verb,Godan (Group 1),引っ込みます,引っ込まない,引っ込んだ,引っ込んで,引っ込める,引っ込みたい,引っ込め,引っ込もう,引っ込めば,引っ込まれる,引っ込ませる,mundur; tenggelam
引っ越しする,ひっこしする,hikkoshisuru,JLPT N2,Verb,Suru (Group 3),引っ越しします,引っ越ししない,引っ越しした,引っ越しして,引っ越しできる,引っ越ししたい,引っ越ししろ,引っ越ししよう,引っ越しすれば,引っ越しされる,引っ越しさせる,"pindah (tempat tinggal, kantor, dll.); berganti tempat tinggal"
ひっくり返る,ひっくりかえる,hikkurikaeru,JLPT N2,Verb,Godan (Group 1),ひっくり返ります,ひっくり返らない,ひっくり返った,ひっくり返って,ひっくり返れる,ひっくり返りたい,ひっくり返れ,ひっくり返ろう,ひっくり返れば,ひっくり返られる,ひっくり返らせる,terbalik; menjadi kacau
ひっくり返す,ひっくりかえす,hikkurikaesu,JLPT N2,Verb,Godan (Group 1),ひっくり返します,ひっくり返さない,ひっくり返した,ひっくり返して,ひっくり返せる,ひっくり返したい,ひっくり返せ,ひっくり返そう,ひっくり返せば,ひっくり返される,ひっくり返させる,membalik; membalikkan
捻る,ひねる,hineru,JLPT N2,Verb,Godan (Group 1),捻ります,捻らない,捻った,捻って,捻れる,捻りたい,捻れ,捻ろう,捻れば,捻られる,捻らせる,memutar; menarik paksa
広げる,ひろげる,hirogeru,JLPT N2,Verb,Ichidan (Group 2),広げます,広げない,広げた,広げて,広げられる,広げたい,広げろ,広げよう,広げれば,広げられる,広げさせる,menyebar; meluas
広める,ひろめる,hiromeru,JLPT N2,Verb,Ichidan (Group 2),広めます,広めない,広めた,広めて,広められる,広めたい,広めろ,広めよう,広めれば,広められる,広めさせる,menyebarluaskan; menjabarkan
昼寝する,ひるねする,hirunesuru,JLPT N2,Verb,Suru (Group 3),昼寝します,昼寝しない,昼寝した,昼寝して,昼寝できる,昼寝したい,昼寝しろ,昼寝しよう,昼寝すれば,昼寝される,昼寝させる,tidur siang (sore); siesta
一休みする,ひとやすみする,hitoyasumisuru,JLPT N2,Verb,Suru (Group 3),一休みします,一休みしない,一休みした,一休みして,一休みできる,一休みしたい,一休みしろ,一休みしよう,一休みすれば,一休みされる,一休みさせる,(istirahat) singkat; jeda
彫る,ほる,horu,JLPT N2,Verb,Godan (Group 1),彫ります,彫らない,彫った,彫って,彫れる,彫りたい,彫れ,彫ろう,彫れば,彫られる,彫らせる,mengukir; memahat
掘る,ほる,horu,JLPT N2,Verb,Godan (Group 1),掘ります,掘らない,掘った,掘って,掘れる,掘りたい,掘れ,掘ろう,掘れば,掘られる,掘らせる,menggali; membuat lubang
干す,ほす,hosu,JLPT N2,Verb,Godan (Group 1),干します,干さない,干した,干して,干せる,干したい,干せ,干そう,干せば,干される,干させる,untuk mengangin-anginkan; untuk mengeringkan
箒する,ほうきする,houkisuru,JLPT N2,Verb,Suru (Group 3),箒します,箒しない,箒した,箒して,箒できる,箒したい,箒しろ,箒しよう,箒すれば,箒される,箒させる,sapu
放る,ほうる,houru,JLPT N2,Verb,Godan (Group 1),放ります,放らない,放った,放って,放れる,放りたい,放れ,放ろう,放れば,放られる,放らせる,melempar; melemparkan
包装する,ほうそうする,housousuru,JLPT N2,Verb,Suru (Group 3),包装します,包装しない,包装した,包装して,包装できる,包装したい,包装しろ,包装しよう,包装すれば,包装される,包装させる,pengemasan; pembungkusan
包帯する,ほうたいする,houtaisuru,JLPT N2,Verb,Suru (Group 3),包帯します,包帯しない,包帯した,包帯して,包帯できる,包帯したい,包帯しろ,包帯しよう,包帯すれば,包帯される,包帯させる,perban; balutan
威張る,いばる,ibaru,JLPT N2,Verb,Godan (Group 1),威張ります,威張らない,威張った,威張って,威張れる,威張りたい,威張れ,威張ろう,威張れば,威張られる,威張らせる,bersikap angkuh; bertingkah besar
言い出す,いいだす,iidasu,JLPT N2,Verb,Godan (Group 1),言い出します,言い出さない,言い出した,言い出して,言い出せる,言い出したい,言い出せ,言い出そう,言い出せば,言い出される,言い出させる,untuk memulai pembicaraan; untuk berbicara
言いつける,いいつける,iitsukeru,JLPT N2,Verb,Ichidan (Group 2),言いつけます,言いつけない,言いつけた,言いつけて,言いつけられる,言いつけたい,言いつけろ,言いつけよう,言いつければ,言いつけられる,言いつけさせる,memberi tahu (untuk melakukan); memberi perintah
意地悪する,いじわるする,ijiwarusuru,JLPT N2,Verb,Suru (Group 3),意地悪します,意地悪しない,意地悪した,意地悪して,意地悪できる,意地悪したい,意地悪しろ,意地悪しよう,意地悪すれば,意地悪される,意地悪させる,jahat; pemarah
生き生きする,いきいきする,ikiikisuru,JLPT N2,Verb,Suru (Group 3),生き生きします,生き生きしない,生き生きした,生き生きして,生き生きできる,生き生きしたい,生き生きしろ,生き生きしよう,生き生きすれば,生き生きされる,生き生きさせる,dengan jelas; hidup
育児する,いくじする,ikujisuru,JLPT N2,Verb,Suru (Group 3),育児します,育児しない,育児した,育児して,育児できる,育児したい,育児しろ,育児しよう,育児すれば,育児される,育児させる,perawatan anak; keperawatan
インタビューする,インタビューする,intabyu-suru,JLPT N2,Verb,Suru (Group 3),インタビューします,インタビューしない,インタビューした,インタビューして,インタビューできる,インタビューしたい,インタビューしろ,インタビューしよう,インタビューすれば,インタビューされる,インタビューさせる,"wawancara (misalnya, televisi, surat kabar, dll.)"
煎る,いる,iru,JLPT N2,Verb,Godan (Group 1),煎ります,煎らない,煎った,煎って,煎れる,煎りたい,煎れ,煎ろう,煎れば,煎られる,煎らせる,memanggang; menggoreng
移転する,いてんする,itensuru,JLPT N2,Verb,Suru (Group 3),移転します,移転しない,移転した,移転して,移転できる,移転したい,移転しろ,移転しよう,移転すれば,移転される,移転させる,pindah; relokasi
一定する,いっていする,itteisuru,JLPT N2,Verb,Suru (Group 3),一定します,一定しない,一定した,一定して,一定できる,一定したい,一定しろ,一定しよう,一定すれば,一定される,一定させる,tetap; mapan
嫌がる,いやがる,iyagaru,JLPT N2,Verb,Godan (Group 1),嫌がります,嫌がらない,嫌がった,嫌がって,嫌がれる,嫌がりたい,嫌がれ,嫌がろう,嫌がれば,嫌がられる,嫌がらせる,membenci; tidak menyukai
じゃん拳する,じゃんけんする,jankensuru,JLPT N2,Verb,Suru (Group 3),じゃん拳します,じゃん拳しない,じゃん拳した,じゃん拳して,じゃん拳できる,じゃん拳したい,じゃん拳しろ,じゃん拳しよう,じゃん拳すれば,じゃん拳される,じゃん拳させる,"permainan batu, kertas, gunting"
自衛する,じえいする,jieisuru,JLPT N2,Verb,Suru (Group 3),自衛します,自衛しない,自衛した,自衛して,自衛できる,自衛したい,自衛しろ,自衛しよう,自衛すれば,自衛される,自衛させる,"pertahanan diri; bela diri  じえい: ichi1, news1, nf07. arti: ichi1, berita1, nf07."
持参する,じさんする,jisansuru,JLPT N2,Verb,Suru (Group 3),持参します,持参しない,持参した,持参して,持参できる,持参したい,持参しろ,持参しよう,持参すれば,持参される,持参させる,membawa; mengambil
自習する,じしゅうする,jishuusuru,JLPT N2,Verb,Suru (Group 3),自習します,自習しない,自習した,自習して,自習できる,自習したい,自習しろ,自習しよう,自習すれば,自習される,自習させる,belajar mandiri; mengajar diri sendiri
蒸発する,じょうはつする,jouhatsusuru,JLPT N2,Verb,Suru (Group 3),蒸発します,蒸発しない,蒸発した,蒸発して,蒸発できる,蒸発したい,蒸発しろ,蒸発しよう,蒸発すれば,蒸発される,蒸発させる,penguapan
乗車する,じょうしゃする,joushasuru,JLPT N2,Verb,Suru (Group 3),乗車します,乗車しない,乗車した,乗車して,乗車できる,乗車したい,乗車しろ,乗車しよう,乗車すれば,乗車される,乗車させる,"naik kereta api, bus, dll.; naik kereta api"
受験する,じゅけんする,jukensuru,JLPT N2,Verb,Suru (Group 3),受験します,受験しない,受験した,受験して,受験できる,受験したい,受験しろ,受験しよう,受験すれば,受験される,受験させる,mengikuti ujian (khususnya ujian masuk sekolah dan universitas)
循環する,じゅんかんする,junkansuru,JLPT N2,Verb,Suru (Group 3),循環します,循環しない,循環した,循環して,循環できる,循環したい,循環しろ,循環しよう,循環すれば,循環される,循環させる,sirkulasi; rotasi
カーブする,カーブする,ka-busuru,JLPT N2,Verb,Suru (Group 3),カーブします,カーブしない,カーブした,カーブして,カーブできる,カーブしたい,カーブしろ,カーブしよう,カーブすれば,カーブされる,カーブさせる,kurva; belokan
カバーする,カバーする,kaba-suru,JLPT N2,Verb,Suru (Group 3),カバーします,カバーしない,カバーした,カバーして,カバーできる,カバーしたい,カバーしろ,カバーしよう,カバーすれば,カバーされる,カバーさせる,sampul (misalnya buku); cakupan
被せる,かぶせる,kabuseru,JLPT N2,Verb,Ichidan (Group 2),被せます,被せない,被せた,被せて,被せられる,被せたい,被せろ,被せよう,被せれば,被せられる,被せさせる,"untuk menutupi (dengan sesuatu); untuk mengenakan (misalnya, di atas kepala orang lain)"
返る,かえる,kaeru,JLPT N2,Verb,Godan (Group 1),返ります,返らない,返った,返って,返れる,返りたい,返れ,返ろう,返れば,返られる,返らせる,kembali; pulang
帰す,かえす,kaesu,JLPT N2,Verb,Godan (Group 1),帰します,帰さない,帰した,帰して,帰せる,帰したい,帰せ,帰そう,帰せば,帰される,帰させる,mengirim (seseorang) kembali; mengirim (seseorang) pulang
嗅ぐ,かぐ,kagu,JLPT N2,Verb,Godan (Group 1),嗅ぎます,嗅がない,嗅いだ,嗅いで,嗅げる,嗅ぎたい,嗅げ,嗅ごう,嗅げば,嗅がれる,嗅がせる,mengendus; mencium
解放する,かいほうする,kaihousuru,JLPT N2,Verb,Suru (Group 3),解放します,解放しない,解放した,解放して,解放できる,解放したい,解放しろ,解放しよう,解放すれば,解放される,解放させる,pelepasan; pembebasan
開放する,かいほうする,kaihousuru,JLPT N2,Verb,Suru (Group 3),開放します,開放しない,開放した,開放して,開放できる,開放したい,開放しろ,開放しよう,開放すれば,開放される,開放させる,membuka; membuka lebar
開会する,かいかいする,kaikaisuru,JLPT N2,Verb,Suru (Group 3),開会します,開会しない,開会した,開会して,開会できる,開会したい,開会しろ,開会しよう,開会すれば,開会される,開会させる,pembukaan rapat
解散する,かいさんする,kaisansuru,JLPT N2,Verb,Suru (Group 3),解散します,解散しない,解散した,解散して,解散できる,解散したい,解散しろ,解散しよう,解散すれば,解散される,解散させる,perpisahan; pembubaran
改札する,かいさつする,kaisatsusuru,JLPT N2,Verb,Suru (Group 3),改札します,改札しない,改札した,改札して,改札できる,改札したい,改札しろ,改札しよう,改札すれば,改札される,改札させる,pemeriksaan tiket
改正する,かいせいする,kaiseisuru,JLPT N2,Verb,Suru (Group 3),改正します,改正しない,改正した,改正して,改正できる,改正したい,改正しろ,改正しよう,改正すれば,改正される,改正させる,revisi; amandemen
解説する,かいせつする,kaisetsusuru,JLPT N2,Verb,Suru (Group 3),解説します,解説しない,解説した,解説して,解説できる,解説したい,解説しろ,解説しよう,解説すれば,解説される,解説させる,penjelasan; komentar
回転する,かいてんする,kaitensuru,JLPT N2,Verb,Suru (Group 3),回転します,回転しない,回転した,回転して,回転できる,回転したい,回転しろ,回転しよう,回転すれば,回転される,回転させる,rotasi (biasanya mengelilingi sesuatu); revolusi
回答する,かいとうする,kaitousuru,JLPT N2,Verb,Suru (Group 3),回答します,回答しない,回答した,回答して,回答できる,回答したい,回答しろ,回答しよう,回答すれば,回答される,回答させる,balas; jawab
解答する,かいとうする,kaitousuru,JLPT N2,Verb,Suru (Group 3),解答します,解答しない,解答した,解答して,解答できる,解答したい,解答しろ,解答しよう,解答すれば,解答される,解答させる,jawaban; solusi
改造する,かいぞうする,kaizousuru,JLPT N2,Verb,Suru (Group 3),改造します,改造しない,改造した,改造して,改造できる,改造したい,改造しろ,改造しよう,改造すれば,改造される,改造させる,perombakan; renovasi
